year,storm_id,source_file,source_page,source_table,source_row,raw_text,problem_type,problem_description,recommended_action,resolved
1998,,27_01a386_35_872370_1998.pdf,61,OCR_PAGE_61,8.0,SEVERE CYCLONIC STORM,NON_OBSERVATION_NARRATIVE_ROW,Narrative or non-observation row (OCR),EXCLUDE_UNLESS_CONFIRMED,False
1998,,27_01a386_35_872370_1998.pdf,61,OCR_PAGE_61,9.0,POINT 0F DISSIPATION 22,NON_OBSERVATION_NARRATIVE_ROW,Narrative or non-observation row (OCR),EXCLUDE_UNLESS_CONFIRMED,False
1998,,27_01a386_35_872370_1998.pdf,61,OCR_PAGE_61,16.0,BENGAL,NON_OBSERVATION_NARRATIVE_ROW,Narrative or non-observation row (OCR),EXCLUDE_UNLESS_CONFIRMED,False
1998,,27_01a386_35_872370_1998.pdf,61,OCR_PAGE_61,19.0,80E 85 90 95 E,NON_OBSERVATION_NARRATIVE_ROW,Narrative or non-observation row (OCR),EXCLUDE_UNLESS_CONFIRMED,False
1998,,27_01a386_35_872370_1998.pdf,61,OCR_PAGE_61,20.0,Fig 2.9 1,NON_OBSERVATION_NARRATIVE_ROW,Narrative or non-observation row (OCR),EXCLUDE_UNLESS_CONFIRMED,False
1998,,27_01a386_35_872370_1998.pdf,65,OCR_PAGE_65,2.0,FIg 2.9 Lcontd,NON_OBSERVATION_NARRATIVE_ROW,Narrative or non-observation row (OCR),EXCLUDE_UNLESS_CONFIRMED,False
1998,,27_01a386_35_872370_1998.pdf,68,OCR_PAGE_68,2.0,Table 2.10.4 (continued),NON_OBSERVATION_NARRATIVE_ROW,Narrative or non-observation row (OCR),EXCLUDE_UNLESS_CONFIRMED,False
1998,,27_01a386_35_872370_1998.pdf,68,OCR_PAGE_68,3.0,Date Tume Centre C Estimated Esturnated Estinated Gade,NON_OBSERVATION_NARRATIVE_ROW,Narrative or non-observation row (OCR),EXCLUDE_UNLESS_CONFIRMED,False
1998,,27_01a386_35_872370_1998.pdf,68,OCR_PAGE_68,4.0,"(UTC} (Long Lat ""N E NO_ Central pressurt (hPa) Aaximut Sustaind Surface Wind(ke) pressure centre drop at the",NON_OBSERVATION_NARRATIVE_ROW,Narrative or non-observation row (OCR),EXCLUDE_UNLESS_CONFIRMED,False
1999,,27_510109_35_66a331_1999.pdf,13,OCR_PAGE_13,1.0,Table 2.1.1,NON_OBSERVATION_NARRATIVE_ROW,Narrative or non-observation row (OCR),EXCLUDE_UNLESS_CONFIRMED,False
1999,,27_510109_35_66a331_1999.pdf,13,OCR_PAGE_13,2.0,Best track positions and other parameters for the Bay of Bengal,NON_OBSERVATION_NARRATIVE_ROW,Narrative or non-observation row (OCR),EXCLUDE_UNLESS_CONFIRMED,False
1999,,27_510109_35_66a331_1999.pdf,13,OCR_PAGE_13,3.0,cyclonic storm (February 1-3 1999),NON_OBSERVATION_NARRATIVE_ROW,Narrative or non-observation row (OCR),EXCLUDE_UNLESS_CONFIRMED,False
1999,,27_510109_35_66a331_1999.pdf,13,OCR_PAGE_13,4.0,Datc Time Centrc CI Estmated Estimated Estimated Grade,NON_OBSERVATION_NARRATIVE_ROW,Narrative or non-observation row (OCR),EXCLUDE_UNLESS_CONFIRMED,False
1999,,27_510109_35_66a331_1999.pdf,13,OCR_PAGE_13,5.0,"(UTC) Lat: 'N / Long ."" E NO: Central Pressurc (hPa) Maximum Sustained Surface Pressure drop at the centre",NON_OBSERVATION_NARRATIVE_ROW,Narrative or non-observation row (OCR),EXCLUDE_UNLESS_CONFIRMED,False
1999,,27_510109_35_66a331_1999.pdf,13,OCR_PAGE_13,6.0,Wind(kt) (hPa),NON_OBSERVATION_NARRATIVE_ROW,Narrative or non-observation row (OCR),EXCLUDE_UNLESS_CONFIRMED,False
1999,,27_510109_35_66a331_1999.pdf,13,OCR_PAGE_13,20.0,Wauk | 4w 04,NON_OBSERVATION_NARRATIVE_ROW,Narrative or non-observation row (OCR),EXCLUDE_UNLESS_CONFIRMED,False
1999,,27_510109_35_66a331_1999.pdf,20,OCR_PAGE_20,2.0,0 Initial Position,NON_OBSERVATION_NARRATIVE_ROW,Narrative or non-observation row (OCR),EXCLUDE_UNLESS_CONFIRMED,False
1999,,27_510109_35_66a331_1999.pdf,20,OCR_PAGE_20,3.0,Forecast Position,NON_OBSERVATION_NARRATIVE_ROW,Narrative or non-observation row (OCR),EXCLUDE_UNLESS_CONFIRMED,False
1999,,27_510109_35_66a331_1999.pdf,20,OCR_PAGE_20,6.0,zo/000,NON_OBSERVATION_NARRATIVE_ROW,Narrative or non-observation row (OCR),EXCLUDE_UNLESS_CONFIRMED,False
1999,,27_510109_35_66a331_1999.pdf,20,OCR_PAGE_20,7.0,19/12,NON_OBSERVATION_NARRATIVE_ROW,Narrative or non-observation row (OCR),EXCLUDE_UNLESS_CONFIRMED,False
1999,,27_510109_35_66a331_1999.pdf,20,OCR_PAGE_20,8.0,48 24,NON_OBSERVATION_NARRATIVE_ROW,Narrative or non-observation row (OCR),EXCLUDE_UNLESS_CONFIRMED,False
1999,,27_510109_35_66a331_1999.pdf,20,OCR_PAGE_20,9.0,-19/00,NON_OBSERVATION_NARRATIVE_ROW,Narrative or non-observation row (OCR),EXCLUDE_UNLESS_CONFIRMED,False
1999,,27_510109_35_66a331_1999.pdf,20,OCR_PAGE_20,11.0,24 48,NON_OBSERVATION_NARRATIVE_ROW,Narrative or non-observation row (OCR),EXCLUDE_UNLESS_CONFIRMED,False
1999,,27_510109_35_66a331_1999.pdf,20,OCR_PAGE_20,12.0,318/12,NON_OBSERVATION_NARRATIVE_ROW,Narrative or non-observation row (OCR),EXCLUDE_UNLESS_CONFIRMED,False
1999,,27_510109_35_66a331_1999.pdf,20,OCR_PAGE_20,14.0,18/00,NON_OBSERVATION_NARRATIVE_ROW,Narrative or non-observation row (OCR),EXCLUDE_UNLESS_CONFIRMED,False
1999,,27_510109_35_66a331_1999.pdf,20,OCR_PAGE_20,16.0,15 17/12,NON_OBSERVATION_NARRATIVE_ROW,Narrative or non-observation row (OCR),EXCLUDE_UNLESS_CONFIRMED,False
1999,,27_510109_35_66a331_1999.pdf,20,OCR_PAGE_20,17.0,17/00 24 7L,NON_OBSERVATION_NARRATIVE_ROW,Narrative or non-observation row (OCR),EXCLUDE_UNLESS_CONFIRMED,False
1999,,27_510109_35_66a331_1999.pdf,20,OCR_PAGE_20,18.0,16/12,NON_OBSERVATION_NARRATIVE_ROW,Narrative or non-observation row (OCR),EXCLUDE_UNLESS_CONFIRMED,False
1999,,27_510109_35_66a331_1999.pdf,20,OCR_PAGE_20,19.0,16/00 OMAY 99,NON_OBSERVATION_NARRATIVE_ROW,Narrative or non-observation row (OCR),EXCLUDE_UNLESS_CONFIRMED,False
1999,,27_510109_35_66a331_1999.pdf,20,OCR_PAGE_20,20.0,"1ON 65 E 70"" 75"" 80€",NON_OBSERVATION_NARRATIVE_ROW,Narrative or non-observation row (OCR),EXCLUDE_UNLESS_CONFIRMED,False
1999,,27_510109_35_66a331_1999.pdf,20,OCR_PAGE_20,21.0,FIG.2.22 TRACK PREDICTEd By IMD LIMITEO AREA MODEL,NON_OBSERVATION_NARRATIVE_ROW,Narrative or non-observation row (OCR),EXCLUDE_UNLESS_CONFIRMED,False
1999,,27_510109_35_66a331_1999.pdf,29,OCR_PAGE_29,4.0,F1 J8 JUNE,NON_OBSERVATION_NARRATIVE_ROW,Narrative or non-observation row (OCR),EXCLUDE_UNLESS_CONFIRMED,False
1999,,27_510109_35_66a331_1999.pdf,29,OCR_PAGE_29,5.0,"20"" 0",NON_OBSERVATION_NARRATIVE_ROW,Narrative or non-observation row (OCR),EXCLUDE_UNLESS_CONFIRMED,False
1999,,27_510109_35_66a331_1999.pdf,29,OCR_PAGE_29,7.0,Do 17 JUNE,NON_OBSERVATION_NARRATIVE_ROW,Narrative or non-observation row (OCR),EXCLUDE_UNLESS_CONFIRMED,False
1999,,27_510109_35_66a331_1999.pdf,29,OCR_PAGE_29,8.0,"15"" LEGEND:",NON_OBSERVATION_NARRATIVE_ROW,Narrative or non-observation row (OCR),EXCLUDE_UNLESS_CONFIRMED,False
1999,,27_510109_35_66a331_1999.pdf,29,OCR_PAGE_29,9.0,POSITION AT 0300 UTC,NON_OBSERVATION_NARRATIVE_ROW,Narrative or non-observation row (OCR),EXCLUDE_UNLESS_CONFIRMED,False
1999,,27_510109_35_66a331_1999.pdf,29,OCR_PAGE_29,10.0,POSITION AT  0900 UTC,NON_OBSERVATION_NARRATIVE_ROW,Narrative or non-observation row (OCR),EXCLUDE_UNLESS_CONFIRMED,False
1999,,27_510109_35_66a331_1999.pdf,29,OCR_PAGE_29,11.0,POSITION AT 1200 UTC,NON_OBSERVATION_NARRATIVE_ROW,Narrative or non-observation row (OCR),EXCLUDE_UNLESS_CONFIRMED,False
1999,,27_510109_35_66a331_1999.pdf,29,OCR_PAGE_29,12.0,0 DEPRESSIO N,NON_OBSERVATION_NARRATIVE_ROW,Narrative or non-observation row (OCR),EXCLUDE_UNLESS_CONFIRMED,False
1999,,27_510109_35_66a331_1999.pdf,29,OCR_PAGE_29,13.0,00 - DEEP DEPRESSION,NON_OBSERVATION_NARRATIVE_ROW,Narrative or non-observation row (OCR),EXCLUDE_UNLESS_CONFIRMED,False
1999,,27_510109_35_66a331_1999.pdf,29,OCR_PAGE_29,14.0,POINT OF DISSIPATION,NON_OBSERVATION_NARRATIVE_ROW,Narrative or non-observation row (OCR),EXCLUDE_UNLESS_CONFIRMED,False
1999,,27_510109_35_66a331_1999.pdf,29,OCR_PAGE_29,17.0,"65"" 70"" 75"" 80"" 85 90"" 95E",NON_OBSERVATION_NARRATIVE_ROW,Narrative or non-observation row (OCR),EXCLUDE_UNLESS_CONFIRMED,False
1999,,27_510109_35_66a331_1999.pdf,29,OCR_PAGE_29,18.0,FIG.2.3.1,NON_OBSERVATION_NARRATIVE_ROW,Narrative or non-observation row (OCR),EXCLUDE_UNLESS_CONFIRMED,False
1999,,27_510109_35_66a331_1999.pdf,37,OCR_PAGE_37,5.0,42 8 @,NON_OBSERVATION_NARRATIVE_ROW,Narrative or non-observation row (OCR),EXCLUDE_UNLESS_CONFIRMED,False
1999,,27_510109_35_66a331_1999.pdf,40,OCR_PAGE_40,1.0,Table 2.5.1,NON_OBSERVATION_NARRATIVE_ROW,Narrative or non-observation row (OCR),EXCLUDE_UNLESS_CONFIRMED,False
1999,,27_510109_35_66a331_1999.pdf,40,OCR_PAGE_40,2.0,Best track position and other parameters for the depression over of Bay,NON_OBSERVATION_NARRATIVE_ROW,Narrative or non-observation row (OCR),EXCLUDE_UNLESS_CONFIRMED,False
1999,,27_510109_35_66a331_1999.pdf,40,OCR_PAGE_40,3.0,Bengal (6-9 August 1999),NON_OBSERVATION_NARRATIVE_ROW,Narrative or non-observation row (OCR),EXCLUDE_UNLESS_CONFIRMED,False
1999,,27_510109_35_66a331_1999.pdf,40,OCR_PAGE_40,4.0,Date Time Centre CI Estimated Estimated Eatimlcd Grade,NON_OBSERVATION_NARRATIVE_ROW,Narrative or non-observation row (OCR),EXCLUDE_UNLESS_CONFIRMED,False
1999,,27_510109_35_66a331_1999.pdf,40,OCR_PAGE_40,5.0,"(UTC) Lat ""N No . PE (Long Central pressure Maximum Sustained reufe urop 41 the",NON_OBSERVATION_NARRATIVE_ROW,Narrative or non-observation row (OCR),EXCLUDE_UNLESS_CONFIRMED,False
1999,,27_510109_35_66a331_1999.pdf,40,OCR_PAGE_40,6.0,(hPa) Surface ceuirc,NON_OBSERVATION_NARRATIVE_ROW,Narrative or non-observation row (OCR),EXCLUDE_UNLESS_CONFIRMED,False
1999,,27_510109_35_66a331_1999.pdf,40,OCR_PAGE_40,7.0,Wind(kts),NON_OBSERVATION_NARRATIVE_ROW,Narrative or non-observation row (OCR),EXCLUDE_UNLESS_CONFIRMED,False
1999,,27_510109_35_66a331_1999.pdf,40,OCR_PAGE_40,11.0,06 15 115186> 992 20 D,NON_OBSERVATION_NARRATIVE_ROW,Narrative or non-observation row (OCR),EXCLUDE_UNLESS_CONFIRMED,False
1999,,27_510109_35_66a331_1999.pdf,40,OCR_PAGE_40,13.0,18 15 215756 592 20 D,NON_OBSERVATION_NARRATIVE_ROW,Narrative or non-observation row (OCR),EXCLUDE_UNLESS_CONFIRMED,False
1999,,27_510109_35_66a331_1999.pdf,40,OCR_PAGE_40,15.0,06 15 115*4'0 992 20,NON_OBSERVATION_NARRATIVE_ROW,Narrative or non-observation row (OCR),EXCLUDE_UNLESS_CONFIRMED,False
1999,,27_510109_35_66a331_1999.pdf,40,OCR_PAGE_40,17.0,18 15 22-5/ 350 992 20 D,NON_OBSERVATION_NARRATIVE_ROW,Narrative or non-observation row (OCR),EXCLUDE_UNLESS_CONFIRMED,False
1999,,27_510109_35_66a331_1999.pdf,40,OCR_PAGE_40,19.0,03 Lay over north Madhya Pradesh as a well marked low pressure,NON_OBSERVATION_NARRATIVE_ROW,Narrative or non-observation row (OCR),EXCLUDE_UNLESS_CONFIRMED,False
1999,,27_510109_35_66a331_1999.pdf,40,OCR_PAGE_40,20.0,area:,NON_OBSERVATION_NARRATIVE_ROW,Narrative or non-observation row (OCR),EXCLUDE_UNLESS_CONFIRMED,False
1999,,27_510109_35_66a331_1999.pdf,48,OCR_PAGE_48,1.0,Table 2.6.1 CONTINUED ),NON_OBSERVATION_NARRATIVE_ROW,Narrative or non-observation row (OCR),EXCLUDE_UNLESS_CONFIRMED,False
1999,,27_510109_35_66a331_1999.pdf,48,OCR_PAGE_48,2.0,Best track position and other parameters for the Bay of Bengal,NON_OBSERVATION_NARRATIVE_ROW,Narrative or non-observation row (OCR),EXCLUDE_UNLESS_CONFIRMED,False
1999,,27_510109_35_66a331_1999.pdf,48,OCR_PAGE_48,3.0,Very Severe Cyclonic Storm (15-19 October 1999),NON_OBSERVATION_NARRATIVE_ROW,Narrative or non-observation row (OCR),EXCLUDE_UNLESS_CONFIRMED,False
1999,,27_510109_35_66a331_1999.pdf,48,OCR_PAGE_48,4.0,Time Centre CI Estimated Estlmatcd Estimated Grude,NON_OBSERVATION_NARRATIVE_ROW,Narrative or non-observation row (OCR),EXCLUDE_UNLESS_CONFIRMED,False
1999,,27_510109_35_66a331_1999.pdf,48,OCR_PAGE_48,5.0,Date Lat: (UTC} '0N ILong .? E No. Central Pressure Maximum Sustalned Grade pressure drop at the,NON_OBSERVATION_NARRATIVE_ROW,Narrative or non-observation row (OCR),EXCLUDE_UNLESS_CONFIRMED,False
1999,,27_510109_35_66a331_1999.pdf,48,OCR_PAGE_48,6.0,(hPa) Surface centre,NON_OBSERVATION_NARRATIVE_ROW,Narrative or non-observation row (OCR),EXCLUDE_UNLESS_CONFIRMED,False
1999,,27_510109_35_66a331_1999.pdf,48,OCR_PAGE_48,7.0,Wind(kts),NON_OBSERVATION_NARRATIVE_ROW,Narrative or non-observation row (OCR),EXCLUDE_UNLESS_CONFIRMED,False
1999,,27_510109_35_66a331_1999.pdf,48,OCR_PAGE_48,9.0,Crossed Orissa coast near Gopalpur in the early morning hours,NON_OBSERVATION_NARRATIVE_ROW,Narrative or non-observation row (OCR),EXCLUDE_UNLESS_CONFIRMED,False
1999,,27_510109_35_66a331_1999.pdf,48,OCR_PAGE_48,10.0,"of 18"" October",NON_OBSERVATION_NARRATIVE_ROW,Narrative or non-observation row (OCR),EXCLUDE_UNLESS_CONFIRMED,False
1999,,27_510109_35_66a331_1999.pdf,54,OCR_PAGE_54,1.0,The following table shows the strengthening of winds at Paradip ad Bhubaneswar in,NON_OBSERVATION_NARRATIVE_ROW,Narrative or non-observation row (OCR),EXCLUDE_UNLESS_CONFIRMED,False
1999,,27_510109_35_66a331_1999.pdf,54,OCR_PAGE_54,2.0,association with landfall process,NON_OBSERVATION_NARRATIVE_ROW,Narrative or non-observation row (OCR),EXCLUDE_UNLESS_CONFIRMED,False
1999,,27_510109_35_66a331_1999.pdf,54,OCR_PAGE_54,3.0,STATION DATE TIME ( UTC) WIND DIRECTIONLSPEED (Kt),NON_OBSERVATION_NARRATIVE_ROW,Narrative or non-observation row (OCR),EXCLUDE_UNLESS_CONFIRMED,False
1999,,27_510109_35_66a331_1999.pdf,54,OCR_PAGE_54,4.0,Paradip 28.10.99 2000 045/25,NON_OBSERVATION_NARRATIVE_ROW,Narrative or non-observation row (OCR),EXCLUDE_UNLESS_CONFIRMED,False
1999,,27_510109_35_66a331_1999.pdf,54,OCR_PAGE_54,5.0,2100 045/35,NON_OBSERVATION_NARRATIVE_ROW,Narrative or non-observation row (OCR),EXCLUDE_UNLESS_CONFIRMED,False
1999,,27_510109_35_66a331_1999.pdf,54,OCR_PAGE_54,6.0,2200 045/40,NON_OBSERVATION_NARRATIVE_ROW,Narrative or non-observation row (OCR),EXCLUDE_UNLESS_CONFIRMED,False
1999,,27_510109_35_66a331_1999.pdf,54,OCR_PAGE_54,7.0,2300 045/40,NON_OBSERVATION_NARRATIVE_ROW,Narrative or non-observation row (OCR),EXCLUDE_UNLESS_CONFIRMED,False
1999,,27_510109_35_66a331_1999.pdf,54,OCR_PAGE_54,8.0,2940.99 QO00 045/50,NON_OBSERVATION_NARRATIVE_ROW,Narrative or non-observation row (OCR),EXCLUDE_UNLESS_CONFIRMED,False
1999,,27_510109_35_66a331_1999.pdf,54,OCR_PAGE_54,9.0,0100 040/70,NON_OBSERVATION_NARRATIVE_ROW,Narrative or non-observation row (OCR),EXCLUDE_UNLESS_CONFIRMED,False
1999,,27_510109_35_66a331_1999.pdf,54,OCR_PAGE_54,10.0,0200 030/80*,NON_OBSERVATION_NARRATIVE_ROW,Narrative or non-observation row (OCR),EXCLUDE_UNLESS_CONFIRMED,False
1999,,27_510109_35_66a331_1999.pdf,54,OCR_PAGE_54,11.0,Bhubaneswar 29.40.99 0400 340270,NON_OBSERVATION_NARRATIVE_ROW,Narrative or non-observation row (OCR),EXCLUDE_UNLESS_CONFIRMED,False
1999,,27_510109_35_66a331_1999.pdf,54,OCR_PAGE_54,12.0,0500 340/70,NON_OBSERVATION_NARRATIVE_ROW,Narrative or non-observation row (OCR),EXCLUDE_UNLESS_CONFIRMED,False
1999,,27_510109_35_66a331_1999.pdf,54,OCR_PAGE_54,13.0,060Q 340/60,NON_OBSERVATION_NARRATIVE_ROW,Narrative or non-observation row (OCR),EXCLUDE_UNLESS_CONFIRMED,False
1999,,27_510109_35_66a331_1999.pdf,54,OCR_PAGE_54,14.0,0700 340/80*,NON_OBSERVATION_NARRATIVE_ROW,Narrative or non-observation row (OCR),EXCLUDE_UNLESS_CONFIRMED,False
1999,,27_510109_35_66a331_1999.pdf,54,OCR_PAGE_54,15.0,"'The wind Instruments became   unserviceable thereafter, No observations were",NON_OBSERVATION_NARRATIVE_ROW,Narrative or non-observation row (OCR),EXCLUDE_UNLESS_CONFIRMED,False
1999,,27_510109_35_66a331_1999.pdf,54,OCR_PAGE_54,16.0,available from Paradip after 290200 UTC:,NON_OBSERVATION_NARRATIVE_ROW,Narrative or non-observation row (OCR),EXCLUDE_UNLESS_CONFIRMED,False
1999,,27_510109_35_66a331_1999.pdf,54,OCR_PAGE_54,17.0,The High Speed Wind Recorder ( HSWR) at Paradip became unserviceable when the,NON_OBSERVATION_NARRATIVE_ROW,Narrative or non-observation row (OCR),EXCLUDE_UNLESS_CONFIRMED,False
1999,,27_510109_35_66a331_1999.pdf,54,OCR_PAGE_54,18.0,wind speed was 80 Kt: The Iow speed wind recorder also became unserviceable after,NON_OBSERVATION_NARRATIVE_ROW,Narrative or non-observation row (OCR),EXCLUDE_UNLESS_CONFIRMED,False
1999,,27_510109_35_66a331_1999.pdf,54,OCR_PAGE_54,19.0,recording 80 kt winds The winds strengthened upto 80 kt at Bhubaneswar by 290700,NON_OBSERVATION_NARRATIVE_ROW,Narrative or non-observation row (OCR),EXCLUDE_UNLESS_CONFIRMED,False
1999,,27_510109_35_66a331_1999.pdf,54,OCR_PAGE_54,20.0,"UTC when the anemometer became unserviceable: However, estimated winds were",NON_OBSERVATION_NARRATIVE_ROW,Narrative or non-observation row (OCR),EXCLUDE_UNLESS_CONFIRMED,False
1999,,27_510109_35_66a331_1999.pdf,54,OCR_PAGE_54,21.0,even reported thereafter from Bhubaneswar. Puri reported maximum wind of,NON_OBSERVATION_NARRATIVE_ROW,Narrative or non-observation row (OCR),EXCLUDE_UNLESS_CONFIRMED,False
1999,,27_510109_35_66a331_1999.pdf,54,OCR_PAGE_54,22.0,southwesterly 95 kt at 290700 UTC,NON_OBSERVATION_NARRATIVE_ROW,Narrative or non-observation row (OCR),EXCLUDE_UNLESS_CONFIRMED,False
1999,,27_510109_35_66a331_1999.pdf,54,OCR_PAGE_54,23.0,After   crossing coast the system tracked very slowly a little further to the northwest,NON_OBSERVATION_NARRATIVE_ROW,Narrative or non-observation row (OCR),EXCLUDE_UNLESS_CONFIRMED,False
1999,,27_510109_35_66a331_1999.pdf,54,OCR_PAGE_54,25.0,(42970 ) as a very severe cyclonic storm. Remaining practically stationary  it weakened,NON_OBSERVATION_NARRATIVE_ROW,Narrative or non-observation row (OCR),EXCLUDE_UNLESS_CONFIRMED,False
1999,,27_510109_35_66a331_1999.pdf,54,OCR_PAGE_54,26.0,further into a severe cyclonic storm at 291800 UTC,NON_OBSERVATION_NARRATIVE_ROW,Narrative or non-observation row (OCR),EXCLUDE_UNLESS_CONFIRMED,False
1999,,27_510109_35_66a331_1999.pdf,54,OCR_PAGE_54,27.0,In the morning of 30 October It was located in the COL region at 200 hPa with an,NON_OBSERVATION_NARRATIVE_ROW,Narrative or non-observation row (OCR),EXCLUDE_UNLESS_CONFIRMED,False
1999,,27_510109_35_66a331_1999.pdf,54,OCR_PAGE_54,28.0,anticyclone to its west over western and adjolning areas of central India and another to,NON_OBSERVATION_NARRATIVE_ROW,Narrative or non-observation row (OCR),EXCLUDE_UNLESS_CONFIRMED,False
1999,,27_510109_35_66a331_1999.pdf,54,OCR_PAGE_54,29.0,the east covering areas of parts of north Bay of Bengal upto China Sea: This synoptic,NON_OBSERVATION_NARRATIVE_ROW,Narrative or non-observation row (OCR),EXCLUDE_UNLESS_CONFIRMED,False
1999,,27_510109_35_66a331_1999.pdf,54,OCR_PAGE_54,30.0,situation continued in the evening also. Under these synoptic situations the system,NON_OBSERVATION_NARRATIVE_ROW,Narrative or non-observation row (OCR),EXCLUDE_UNLESS_CONFIRMED,False
1999,,27_510109_35_66a331_1999.pdf,54,OCR_PAGE_54,31.0,remained practically statonary very close to Bhubaneswar (42971). The system,NON_OBSERVATION_NARRATIVE_ROW,Narrative or non-observation row (OCR),EXCLUDE_UNLESS_CONFIRMED,False
1999,,27_510109_35_66a331_1999.pdf,54,OCR_PAGE_54,32.0,weakened into a cyclonic storm at 300300 UTC and maintained this intensity upto,NON_OBSERVATION_NARRATIVE_ROW,Narrative or non-observation row (OCR),EXCLUDE_UNLESS_CONFIRMED,False
1999,,27_510109_35_66a331_1999.pdf,54,OCR_PAGE_54,33.0,30Z00UTC: Even thereafter this system remained practically stationary till 310000 UTC,NON_OBSERVATION_NARRATIVE_ROW,Narrative or non-observation row (OCR),EXCLUDE_UNLESS_CONFIRMED,False
1999,,27_510109_35_66a331_1999.pdf,54,OCR_PAGE_54,34.0,"Therefore, the impact of this system over this region of the state with intense rains and",NON_OBSERVATION_NARRATIVE_ROW,Narrative or non-observation row (OCR),EXCLUDE_UNLESS_CONFIRMED,False
1999,,27_510109_35_66a331_1999.pdf,54,OCR_PAGE_54,35.0,"strong winds of at least cyclonic force continued for more than 36 hours. Thereafter,",NON_OBSERVATION_NARRATIVE_ROW,Narrative or non-observation row (OCR),EXCLUDE_UNLESS_CONFIRMED,False
1999,,27_510109_35_66a331_1999.pdf,54,OCR_PAGE_54,36.0,the system moved slightly eastward and weakend into a depression at 310300 UTC,NON_OBSERVATION_NARRATIVE_ROW,Narrative or non-observation row (OCR),EXCLUDE_UNLESS_CONFIRMED,False
1999,,27_510109_35_66a331_1999.pdf,54,OCR_PAGE_54,37.0,"near Chandbali ( 42973 While weakening further, the system came under the steering",NON_OBSERVATION_NARRATIVE_ROW,Narrative or non-observation row (OCR),EXCLUDE_UNLESS_CONFIRMED,False
1999,,27_510109_35_66a331_1999.pdf,54,OCR_PAGE_54,38.0,influence of the mid- tropospheric flow pattern that eventually produced southward drift,NON_OBSERVATION_NARRATIVE_ROW,Narrative or non-observation row (OCR),EXCLUDE_UNLESS_CONFIRMED,False
1999,,27_510109_35_66a331_1999.pdf,54,OCR_PAGE_54,39.0,of the system: Drifting southward it further weakened into a well marked low pressure,NON_OBSERVATION_NARRATIVE_ROW,Narrative or non-observation row (OCR),EXCLUDE_UNLESS_CONFIRMED,False
1999,,27_510109_35_66a331_1999.pdf,54,OCR_PAGE_54,40.0,area over coastal Orissa north coastal Andhra Pradesh ad adjoining sea areas of,NON_OBSERVATION_NARRATIVE_ROW,Narrative or non-observation row (OCR),EXCLUDE_UNLESS_CONFIRMED,False
1999,,27_510109_35_66a331_1999.pdf,54,OCR_PAGE_54,41.0,"northwest Bay of Bengal by the morning of 1"" November.",NON_OBSERVATION_NARRATIVE_ROW,Narrative or non-observation row (OCR),EXCLUDE_UNLESS_CONFIRMED,False
1999,,27_510109_35_66a331_1999.pdf,54,OCR_PAGE_54,42.0,An interesting aspect of the above system was that the development of this storm,NON_OBSERVATION_NARRATIVE_ROW,Narrative or non-observation row (OCR),EXCLUDE_UNLESS_CONFIRMED,False
1999,,27_510109_35_66a331_1999.pdf,54,OCR_PAGE_54,43.0,took place within a period of two weeks of the Iandfall of  the other very severe cyclonic,NON_OBSERVATION_NARRATIVE_ROW,Narrative or non-observation row (OCR),EXCLUDE_UNLESS_CONFIRMED,False
1999,,27_510109_35_66a331_1999.pdf,54,OCR_PAGE_54,44.0,storm that lashed Ganjam district of Orissa with a wind speed of about 98 kt On 17,NON_OBSERVATION_NARRATIVE_ROW,Narrative or non-observation row (OCR),EXCLUDE_UNLESS_CONFIRMED,False
1999,,27_510109_35_66a331_1999.pdf,54,OCR_PAGE_54,45.0,October,NON_OBSERVATION_NARRATIVE_ROW,Narrative or non-observation row (OCR),EXCLUDE_UNLESS_CONFIRMED,False
1999,,27_510109_35_66a331_1999.pdf,61,OCR_PAGE_61,1.0,MIs TMSATId 9iS57MISGRALTER,NON_OBSERVATION_NARRATIVE_ROW,Narrative or non-observation row (OCR),EXCLUDE_UNLESS_CONFIRMED,False
1999,,27_510109_35_66a331_1999.pdf,61,OCR_PAGE_61,2.0,VISNIS Iario SGALNEAR,NON_OBSERVATION_NARRATIVE_ROW,Narrative or non-observation row (OCR),EXCLUDE_UNLESS_CONFIRMED,False
1999,,27_510109_35_66a331_1999.pdf,61,OCR_PAGE_61,3.0,FIG 27.2,NON_OBSERVATION_NARRATIVE_ROW,Narrative or non-observation row (OCR),EXCLUDE_UNLESS_CONFIRMED,False
1999,,27_510109_35_66a331_1999.pdf,67,OCR_PAGE_67,3.0,po62ddipejed,NON_OBSERVATION_NARRATIVE_ROW,Narrative or non-observation row (OCR),EXCLUDE_UNLESS_CONFIRMED,False
1999,,27_510109_35_66a331_1999.pdf,67,OCR_PAGE_67,5.0,Lesl/aehislijelOL,NON_OBSERVATION_NARRATIVE_ROW,Narrative or non-observation row (OCR),EXCLUDE_UNLESS_CONFIRMED,False
1999,,27_510109_35_66a331_1999.pdf,67,OCR_PAGE_67,7.0,"'P661""",NON_OBSERVATION_NARRATIVE_ROW,Narrative or non-observation row (OCR),EXCLUDE_UNLESS_CONFIRMED,False
1999,,27_510109_35_66a331_1999.pdf,67,OCR_PAGE_67,10.0,"1631""",NON_OBSERVATION_NARRATIVE_ROW,Narrative or non-observation row (OCR),EXCLUDE_UNLESS_CONFIRMED,False
