sample_id,storm_id,split,t0,grid_sat_t_minus_15h,grid_sat_t_minus_12h,grid_sat_t_minus_9h,grid_sat_t_minus_6h,grid_sat_t_minus_3h,grid_sat_t0,insat_t_minus_15h,insat_t_minus_12h,insat_t_minus_9h,insat_t_minus_6h,insat_t_minus_3h,insat_t0,insat_timestamps,timestamp_offsets_minutes,max_offset_minutes,mean_offset_minutes,channels,calibration_status,spatial_projection,spatial_shape,is_causal_verified,current_center_lat,current_center_lon,current_wind_kt,current_pressure_hpa,current_category,target_center_12h_lat,target_center_12h_lon,target_wind_12h_kt,target_pressure_12h_hpa,target_category_12h,has_target_12h,target_center_24h_lat,target_center_24h_lon,target_wind_24h_kt,target_pressure_24h_hpa,target_category_24h,has_target_24h,target_center_48h_lat,target_center_48h_lon,target_wind_48h_kt,target_pressure_48h_hpa,target_category_48h,has_target_48h
NIO_2014_UNNAMED_03_20140804_0600Z,NIO_2014_UNNAMED_03,TRAIN,2014-08-04T06:00:00Z,data/interim/gridsat/2014/gridsat_2014.08.03.15.npz,data/interim/gridsat/2014/gridsat_2014.08.03.18.npz,data/interim/gridsat/2014/gridsat_2014.08.03.21.npz,data/interim/gridsat/2014/gridsat_2014.08.04.00.npz,data/interim/gridsat/2014/gridsat_2014.08.04.03.npz,data/interim/gridsat/2014/gridsat_2014.08.04.06.npz,3DIMG_03AUG2014_1500_L1C_ASIA_MER_V01R00.h5,3DIMG_03AUG2014_1800_L1C_ASIA_MER_V01R00.h5,3DIMG_03AUG2014_2100_L1C_ASIA_MER_V01R00.h5,3DIMG_04AUG2014_0000_L1C_ASIA_MER_V01R00.h5,3DIMG_04AUG2014_0300_L1C_ASIA_MER_V01R00.h5,3DIMG_04AUG2014_0600_L1C_ASIA_MER_V01R00.h5,"[""2014-08-03T15:00:00Z"", ""2014-08-03T18:00:00Z"", ""2014-08-03T21:00:00Z"", ""2014-08-04T00:00:00Z"", ""2014-08-04T03:00:00Z"", ""2014-08-04T06:00:00Z""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,"IMG_TIR1,IMG_TIR2,IMG_WV",CALIBRATED_LUT_TEMPERATURE_KELVIN,Mercator_Remapped_0.07deg,572x929,True,22.5,86.5,30.0,990.0,DD,22.2,85.1,30.0,990.0,DD,True,22.9,83.0,30.0,992.0,DD,True,24.6,80.0,25.0,994.0,D,True
NIO_2014_UNNAMED_03_20140804_1200Z,NIO_2014_UNNAMED_03,TRAIN,2014-08-04T12:00:00Z,data/interim/gridsat/2014/gridsat_2014.08.03.21.npz,data/interim/gridsat/2014/gridsat_2014.08.04.00.npz,data/interim/gridsat/2014/gridsat_2014.08.04.03.npz,data/interim/gridsat/2014/gridsat_2014.08.04.06.npz,data/interim/gridsat/2014/gridsat_2014.08.04.09.npz,data/interim/gridsat/2014/gridsat_2014.08.04.12.npz,3DIMG_03AUG2014_2100_L1C_ASIA_MER_V01R00.h5,3DIMG_04AUG2014_0000_L1C_ASIA_MER_V01R00.h5,3DIMG_04AUG2014_0300_L1C_ASIA_MER_V01R00.h5,3DIMG_04AUG2014_0600_L1C_ASIA_MER_V01R00.h5,3DIMG_04AUG2014_0900_L1C_ASIA_MER_V01R00.h5,3DIMG_04AUG2014_1200_L1C_ASIA_MER_V01R00.h5,"[""2014-08-03T21:00:00Z"", ""2014-08-04T00:00:00Z"", ""2014-08-04T03:00:00Z"", ""2014-08-04T06:00:00Z"", ""2014-08-04T09:00:00Z"", ""2014-08-04T12:00:00Z""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,"IMG_TIR1,IMG_TIR2,IMG_WV",CALIBRATED_LUT_TEMPERATURE_KELVIN,Mercator_Remapped_0.07deg,572x929,True,22.2,86.1,30.0,990.0,DD,22.2,84.1,30.0,990.0,DD,True,24.0,82.0,25.0,992.0,D,True,25.0,79.5,25.0,994.0,D,True
NIO_2014_UNNAMED_03_20140804_1800Z,NIO_2014_UNNAMED_03,TRAIN,2014-08-04T18:00:00Z,data/interim/gridsat/2014/gridsat_2014.08.04.03.npz,data/interim/gridsat/2014/gridsat_2014.08.04.06.npz,data/interim/gridsat/2014/gridsat_2014.08.04.09.npz,data/interim/gridsat/2014/gridsat_2014.08.04.12.npz,data/interim/gridsat/2014/gridsat_2014.08.04.15.npz,data/interim/gridsat/2014/gridsat_2014.08.04.18.npz,3DIMG_04AUG2014_0300_L1C_ASIA_MER_V01R00.h5,3DIMG_04AUG2014_0600_L1C_ASIA_MER_V01R00.h5,3DIMG_04AUG2014_0900_L1C_ASIA_MER_V01R00.h5,3DIMG_04AUG2014_1200_L1C_ASIA_MER_V01R00.h5,3DIMG_04AUG2014_1500_L1C_ASIA_MER_V01R00.h5,3DIMG_04AUG2014_1800_L1C_ASIA_MER_V01R00.h5,"[""2014-08-04T03:00:00Z"", ""2014-08-04T06:00:00Z"", ""2014-08-04T09:00:00Z"", ""2014-08-04T12:00:00Z"", ""2014-08-04T15:00:00Z"", ""2014-08-04T18:00:00Z""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,"IMG_TIR1,IMG_TIR2,IMG_WV",CALIBRATED_LUT_TEMPERATURE_KELVIN,Mercator_Remapped_0.07deg,572x929,True,22.2,85.1,30.0,990.0,DD,22.9,83.0,30.0,992.0,DD,True,24.2,81.3,25.0,992.0,D,True,25.3,79.0,25.0,994.0,D,True
NIO_2014_UNNAMED_03_20140805_0000Z,NIO_2014_UNNAMED_03,TRAIN,2014-08-05T00:00:00Z,data/interim/gridsat/2014/gridsat_2014.08.04.09.npz,data/interim/gridsat/2014/gridsat_2014.08.04.12.npz,data/interim/gridsat/2014/gridsat_2014.08.04.15.npz,data/interim/gridsat/2014/gridsat_2014.08.04.18.npz,data/interim/gridsat/2014/gridsat_2014.08.04.21.npz,data/interim/gridsat/2014/gridsat_2014.08.05.00.npz,3DIMG_04AUG2014_0900_L1C_ASIA_MER_V01R00.h5,3DIMG_04AUG2014_1200_L1C_ASIA_MER_V01R00.h5,3DIMG_04AUG2014_1500_L1C_ASIA_MER_V01R00.h5,3DIMG_04AUG2014_1800_L1C_ASIA_MER_V01R00.h5,3DIMG_04AUG2014_2100_L1C_ASIA_MER_V01R00.h5,3DIMG_05AUG2014_0000_L1C_ASIA_MER_V01R00.h5,"[""2014-08-04T09:00:00Z"", ""2014-08-04T12:00:00Z"", ""2014-08-04T15:00:00Z"", ""2014-08-04T18:00:00Z"", ""2014-08-04T21:00:00Z"", ""2014-08-05T00:00:00Z""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,"IMG_TIR1,IMG_TIR2,IMG_WV",CALIBRATED_LUT_TEMPERATURE_KELVIN,Mercator_Remapped_0.07deg,572x929,True,22.2,84.1,30.0,990.0,DD,24.0,82.0,25.0,992.0,D,True,24.4,80.6,25.0,992.0,D,True,25.5,78.5,25.0,994.0,D,True
NIO_2014_UNNAMED_04_20141105_1200Z,NIO_2014_UNNAMED_04,TRAIN,2014-11-05T12:00:00Z,data/interim/gridsat/2014/gridsat_2014.11.04.21.npz,data/interim/gridsat/2014/gridsat_2014.11.05.00.npz,data/interim/gridsat/2014/gridsat_2014.11.05.03.npz,data/interim/gridsat/2014/gridsat_2014.11.05.06.npz,data/interim/gridsat/2014/gridsat_2014.11.05.09.npz,data/interim/gridsat/2014/gridsat_2014.11.05.12.npz,3DIMG_04NOV2014_2100_L1C_ASIA_MER_V01R00.h5,3DIMG_05NOV2014_0000_L1C_ASIA_MER_V01R00.h5,3DIMG_05NOV2014_0300_L1C_ASIA_MER_V01R00.h5,3DIMG_05NOV2014_0600_L1C_ASIA_MER_V01R00.h5,3DIMG_05NOV2014_0900_L1C_ASIA_MER_V01R00.h5,3DIMG_05NOV2014_1200_L1C_ASIA_MER_V01R00.h5,"[""2014-11-04T21:00:00Z"", ""2014-11-05T00:00:00Z"", ""2014-11-05T03:00:00Z"", ""2014-11-05T06:00:00Z"", ""2014-11-05T09:00:00Z"", ""2014-11-05T12:00:00Z""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,"IMG_TIR1,IMG_TIR2,IMG_WV",CALIBRATED_LUT_TEMPERATURE_KELVIN,Mercator_Remapped_0.07deg,572x929,True,13.0,87.5,25.0,1000.0,D,13.8,87.5,25.0,1000.0,D,True,14.1,88.0,30.0,998.0,DD,True,14.2,87.5,25.0,1003.0,D,True
NIO_2014_UNNAMED_04_20141105_1800Z,NIO_2014_UNNAMED_04,TRAIN,2014-11-05T18:00:00Z,data/interim/gridsat/2014/gridsat_2014.11.05.03.npz,data/interim/gridsat/2014/gridsat_2014.11.05.06.npz,data/interim/gridsat/2014/gridsat_2014.11.05.09.npz,data/interim/gridsat/2014/gridsat_2014.11.05.12.npz,data/interim/gridsat/2014/gridsat_2014.11.05.15.npz,data/interim/gridsat/2014/gridsat_2014.11.05.18.npz,3DIMG_05NOV2014_0300_L1C_ASIA_MER_V01R00.h5,3DIMG_05NOV2014_0600_L1C_ASIA_MER_V01R00.h5,3DIMG_05NOV2014_0900_L1C_ASIA_MER_V01R00.h5,3DIMG_05NOV2014_1200_L1C_ASIA_MER_V01R00.h5,3DIMG_05NOV2014_1500_L1C_ASIA_MER_V01R00.h5,3DIMG_05NOV2014_1800_L1C_ASIA_MER_V01R00.h5,"[""2014-11-05T03:00:00Z"", ""2014-11-05T06:00:00Z"", ""2014-11-05T09:00:00Z"", ""2014-11-05T12:00:00Z"", ""2014-11-05T15:00:00Z"", ""2014-11-05T18:00:00Z""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,"IMG_TIR1,IMG_TIR2,IMG_WV",CALIBRATED_LUT_TEMPERATURE_KELVIN,Mercator_Remapped_0.07deg,572x929,True,13.5,87.5,25.0,1000.0,D,14.1,87.5,30.0,998.0,DD,True,13.8,88.0,30.0,1000.0,DD,True,14.3,87.0,25.0,1004.0,D,True
NIO_2014_UNNAMED_04_20141106_0000Z,NIO_2014_UNNAMED_04,TRAIN,2014-11-06T00:00:00Z,data/interim/gridsat/2014/gridsat_2014.11.05.09.npz,data/interim/gridsat/2014/gridsat_2014.11.05.12.npz,data/interim/gridsat/2014/gridsat_2014.11.05.15.npz,data/interim/gridsat/2014/gridsat_2014.11.05.18.npz,data/interim/gridsat/2014/gridsat_2014.11.05.21.npz,data/interim/gridsat/2014/gridsat_2014.11.06.00.npz,3DIMG_05NOV2014_0900_L1C_ASIA_MER_V01R00.h5,3DIMG_05NOV2014_1200_L1C_ASIA_MER_V01R00.h5,3DIMG_05NOV2014_1500_L1C_ASIA_MER_V01R00.h5,3DIMG_05NOV2014_1900_L1C_ASIA_MER_V01R00.h5,3DIMG_05NOV2014_2100_L1C_ASIA_MER_V01R00.h5,3DIMG_06NOV2014_0000_L1C_ASIA_MER_V01R00.h5,"[""2014-11-05T09:00:00Z"", ""2014-11-05T12:00:00Z"", ""2014-11-05T15:00:00Z"", ""2014-11-05T19:00:00Z"", ""2014-11-05T21:00:00Z"", ""2014-11-06T00:00:00Z""]","[0.0, 0.0, 0.0, 60.0, 0.0, 0.0]",60.0,10.0,"IMG_TIR1,IMG_TIR2,IMG_WV",CALIBRATED_LUT_TEMPERATURE_KELVIN,Mercator_Remapped_0.07deg,572x929,True,13.8,87.5,25.0,1000.0,D,14.1,88.0,30.0,998.0,DD,True,14.0,87.5,30.0,1001.0,DD,True,14.3,86.5,25.0,1005.0,D,True
NIO_2014_UNNAMED_2_3_1_20140610_1200Z,NIO_2014_UNNAMED_2_3_1,TRAIN,2014-06-10T12:00:00Z,data/interim/gridsat/2014/gridsat_2014.06.09.21.npz,data/interim/gridsat/2014/gridsat_2014.06.10.00.npz,data/interim/gridsat/2014/gridsat_2014.06.10.03.npz,data/interim/gridsat/2014/gridsat_2014.06.10.06.npz,data/interim/gridsat/2014/gridsat_2014.06.10.09.npz,data/interim/gridsat/2014/gridsat_2014.06.10.12.npz,3DIMG_09JUN2014_2100_L1C_ASIA_MER_V01R00.h5,3DIMG_10JUN2014_0000_L1C_ASIA_MER_V01R00.h5,3DIMG_10JUN2014_0300_L1C_ASIA_MER_V01R00.h5,3DIMG_10JUN2014_0600_L1C_ASIA_MER_V01R00.h5,3DIMG_10JUN2014_0900_L1C_ASIA_MER_V01R00.h5,3DIMG_10JUN2014_1200_L1C_ASIA_MER_V01R00.h5,"[""2014-06-09T21:00:00Z"", ""2014-06-10T00:00:00Z"", ""2014-06-10T03:00:00Z"", ""2014-06-10T06:00:00Z"", ""2014-06-10T09:00:00Z"", ""2014-06-10T12:00:00Z""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,"IMG_TIR1,IMG_TIR2,IMG_WV",CALIBRATED_LUT_TEMPERATURE_KELVIN,Mercator_Remapped_0.07deg,572x929,True,16.0,68.0,25.0,996.0,D,16.5,67.2,35.0,992.0,CS,True,17.3,66.2,45.0,988.0,CS,True,18.3,63.9,45.0,988.0,CS,True
NIO_2014_UNNAMED_2_3_1_20140610_1800Z,NIO_2014_UNNAMED_2_3_1,TRAIN,2014-06-10T18:00:00Z,data/interim/gridsat/2014/gridsat_2014.06.10.03.npz,data/interim/gridsat/2014/gridsat_2014.06.10.06.npz,data/interim/gridsat/2014/gridsat_2014.06.10.09.npz,data/interim/gridsat/2014/gridsat_2014.06.10.12.npz,data/interim/gridsat/2014/gridsat_2014.06.10.15.npz,data/interim/gridsat/2014/gridsat_2014.06.10.18.npz,3DIMG_10JUN2014_0300_L1C_ASIA_MER_V01R00.h5,3DIMG_10JUN2014_0600_L1C_ASIA_MER_V01R00.h5,3DIMG_10JUN2014_0900_L1C_ASIA_MER_V01R00.h5,3DIMG_10JUN2014_1200_L1C_ASIA_MER_V01R00.h5,3DIMG_10JUN2014_1500_L1C_ASIA_MER_V01R00.h5,3DIMG_10JUN2014_1800_L1C_ASIA_MER_V01R00.h5,"[""2014-06-10T03:00:00Z"", ""2014-06-10T06:00:00Z"", ""2014-06-10T09:00:00Z"", ""2014-06-10T12:00:00Z"", ""2014-06-10T15:00:00Z"", ""2014-06-10T18:00:00Z""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,"IMG_TIR1,IMG_TIR2,IMG_WV",CALIBRATED_LUT_TEMPERATURE_KELVIN,Mercator_Remapped_0.07deg,572x929,True,16.5,67.5,30.0,994.0,DD,16.9,66.7,45.0,990.0,CS,True,17.5,65.8,45.0,988.0,CS,True,18.3,63.4,45.0,988.0,CS,True
NIO_2014_UNNAMED_2_3_1_20140611_0000Z,NIO_2014_UNNAMED_2_3_1,TRAIN,2014-06-11T00:00:00Z,data/interim/gridsat/2014/gridsat_2014.06.10.09.npz,data/interim/gridsat/2014/gridsat_2014.06.10.12.npz,data/interim/gridsat/2014/gridsat_2014.06.10.15.npz,data/interim/gridsat/2014/gridsat_2014.06.10.18.npz,data/interim/gridsat/2014/gridsat_2014.06.10.21.npz,data/interim/gridsat/2014/gridsat_2014.06.11.00.npz,3DIMG_10JUN2014_0900_L1C_ASIA_MER_V01R00.h5,3DIMG_10JUN2014_1200_L1C_ASIA_MER_V01R00.h5,3DIMG_10JUN2014_1500_L1C_ASIA_MER_V01R00.h5,3DIMG_10JUN2014_1800_L1C_ASIA_MER_V01R00.h5,3DIMG_10JUN2014_2100_L1C_ASIA_MER_V01R00.h5,3DIMG_11JUN2014_0000_L1C_ASIA_MER_V01R00.h5,"[""2014-06-10T09:00:00Z"", ""2014-06-10T12:00:00Z"", ""2014-06-10T15:00:00Z"", ""2014-06-10T18:00:00Z"", ""2014-06-10T21:00:00Z"", ""2014-06-11T00:00:00Z""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,"IMG_TIR1,IMG_TIR2,IMG_WV",CALIBRATED_LUT_TEMPERATURE_KELVIN,Mercator_Remapped_0.07deg,572x929,True,16.5,67.2,35.0,992.0,CS,17.3,66.2,45.0,988.0,CS,True,17.8,65.3,45.0,986.0,CS,True,18.4,62.9,45.0,988.0,CS,True
NIO_2014_UNNAMED_2_3_1_20140611_0300Z,NIO_2014_UNNAMED_2_3_1,TRAIN,2014-06-11T03:00:00Z,data/interim/gridsat/2014/gridsat_2014.06.10.12.npz,data/interim/gridsat/2014/gridsat_2014.06.10.15.npz,data/interim/gridsat/2014/gridsat_2014.06.10.18.npz,data/interim/gridsat/2014/gridsat_2014.06.10.21.npz,data/interim/gridsat/2014/gridsat_2014.06.11.00.npz,data/interim/gridsat/2014/gridsat_2014.06.11.03.npz,3DIMG_10JUN2014_1200_L1C_ASIA_MER_V01R00.h5,3DIMG_10JUN2014_1500_L1C_ASIA_MER_V01R00.h5,3DIMG_10JUN2014_1800_L1C_ASIA_MER_V01R00.h5,3DIMG_10JUN2014_2100_L1C_ASIA_MER_V01R00.h5,3DIMG_11JUN2014_0000_L1C_ASIA_MER_V01R00.h5,3DIMG_11JUN2014_0300_L1C_ASIA_MER_V01R00.h5,"[""2014-06-10T12:00:00Z"", ""2014-06-10T15:00:00Z"", ""2014-06-10T18:00:00Z"", ""2014-06-10T21:00:00Z"", ""2014-06-11T00:00:00Z"", ""2014-06-11T03:00:00Z""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,"IMG_TIR1,IMG_TIR2,IMG_WV",CALIBRATED_LUT_TEMPERATURE_KELVIN,Mercator_Remapped_0.07deg,572x929,True,16.7,67.0,35.0,992.0,CS,17.5,66.0,45.0,988.0,CS,True,18.0,65.0,45.0,986.0,CS,True,18.7,62.7,45.0,990.0,CS,True
NIO_2014_UNNAMED_2_3_1_20140611_0600Z,NIO_2014_UNNAMED_2_3_1,TRAIN,2014-06-11T06:00:00Z,data/interim/gridsat/2014/gridsat_2014.06.10.15.npz,data/interim/gridsat/2014/gridsat_2014.06.10.18.npz,data/interim/gridsat/2014/gridsat_2014.06.10.21.npz,data/interim/gridsat/2014/gridsat_2014.06.11.00.npz,data/interim/gridsat/2014/gridsat_2014.06.11.03.npz,data/interim/gridsat/2014/gridsat_2014.06.11.06.npz,3DIMG_10JUN2014_1500_L1C_ASIA_MER_V01R00.h5,3DIMG_10JUN2014_1800_L1C_ASIA_MER_V01R00.h5,3DIMG_10JUN2014_2100_L1C_ASIA_MER_V01R00.h5,3DIMG_11JUN2014_0000_L1C_ASIA_MER_V01R00.h5,3DIMG_11JUN2014_0300_L1C_ASIA_MER_V01R00.h5,3DIMG_11JUN2014_0600_L1C_ASIA_MER_V01R00.h5,"[""2014-06-10T15:00:00Z"", ""2014-06-10T18:00:00Z"", ""2014-06-10T21:00:00Z"", ""2014-06-11T00:00:00Z"", ""2014-06-11T03:00:00Z"", ""2014-06-11T06:00:00Z""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,"IMG_TIR1,IMG_TIR2,IMG_WV",CALIBRATED_LUT_TEMPERATURE_KELVIN,Mercator_Remapped_0.07deg,572x929,True,16.9,66.7,45.0,990.0,CS,17.5,65.8,45.0,988.0,CS,True,18.1,64.7,45.0,986.0,CS,True,19.0,62.6,40.0,992.0,CS,True
NIO_2014_UNNAMED_2_3_1_20140611_0900Z,NIO_2014_UNNAMED_2_3_1,TRAIN,2014-06-11T09:00:00Z,data/interim/gridsat/2014/gridsat_2014.06.10.18.npz,data/interim/gridsat/2014/gridsat_2014.06.10.21.npz,data/interim/gridsat/2014/gridsat_2014.06.11.00.npz,data/interim/gridsat/2014/gridsat_2014.06.11.03.npz,data/interim/gridsat/2014/gridsat_2014.06.11.06.npz,data/interim/gridsat/2014/gridsat_2014.06.11.09.npz,3DIMG_10JUN2014_1800_L1C_ASIA_MER_V01R00.h5,3DIMG_10JUN2014_2100_L1C_ASIA_MER_V01R00.h5,3DIMG_11JUN2014_0000_L1C_ASIA_MER_V01R00.h5,3DIMG_11JUN2014_0300_L1C_ASIA_MER_V01R00.h5,3DIMG_11JUN2014_0600_L1C_ASIA_MER_V01R00.h5,3DIMG_11JUN2014_0900_L1C_ASIA_MER_V01R00.h5,"[""2014-06-10T18:00:00Z"", ""2014-06-10T21:00:00Z"", ""2014-06-11T00:00:00Z"", ""2014-06-11T03:00:00Z"", ""2014-06-11T06:00:00Z"", ""2014-06-11T09:00:00Z""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,"IMG_TIR1,IMG_TIR2,IMG_WV",CALIBRATED_LUT_TEMPERATURE_KELVIN,Mercator_Remapped_0.07deg,572x929,True,17.0,66.5,45.0,990.0,CS,17.5,65.7,45.0,988.0,CS,True,18.3,64.3,45.0,988.0,CS,True,19.5,62.5,30.0,994.0,DD,True
NIO_2014_UNNAMED_2_3_1_20140611_1200Z,NIO_2014_UNNAMED_2_3_1,TRAIN,2014-06-11T12:00:00Z,data/interim/gridsat/2014/gridsat_2014.06.10.21.npz,data/interim/gridsat/2014/gridsat_2014.06.11.00.npz,data/interim/gridsat/2014/gridsat_2014.06.11.03.npz,data/interim/gridsat/2014/gridsat_2014.06.11.06.npz,data/interim/gridsat/2014/gridsat_2014.06.11.09.npz,data/interim/gridsat/2014/gridsat_2014.06.11.12.npz,3DIMG_10JUN2014_2100_L1C_ASIA_MER_V01R00.h5,3DIMG_11JUN2014_0000_L1C_ASIA_MER_V01R00.h5,3DIMG_11JUN2014_0300_L1C_ASIA_MER_V01R00.h5,3DIMG_11JUN2014_0600_L1C_ASIA_MER_V01R00.h5,3DIMG_11JUN2014_0900_L1C_ASIA_MER_V01R00.h5,3DIMG_11JUN2014_1200_L1C_ASIA_MER_V01R00.h5,"[""2014-06-10T21:00:00Z"", ""2014-06-11T00:00:00Z"", ""2014-06-11T03:00:00Z"", ""2014-06-11T06:00:00Z"", ""2014-06-11T09:00:00Z"", ""2014-06-11T12:00:00Z""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,"IMG_TIR1,IMG_TIR2,IMG_WV",CALIBRATED_LUT_TEMPERATURE_KELVIN,Mercator_Remapped_0.07deg,572x929,True,17.3,66.2,45.0,988.0,CS,17.8,65.3,45.0,986.0,CS,True,18.3,63.9,45.0,988.0,CS,True,19.8,62.4,25.0,996.0,D,True
NIO_2014_UNNAMED_2_3_1_20140611_1500Z,NIO_2014_UNNAMED_2_3_1,TRAIN,2014-06-11T15:00:00Z,data/interim/gridsat/2014/gridsat_2014.06.11.00.npz,data/interim/gridsat/2014/gridsat_2014.06.11.03.npz,data/interim/gridsat/2014/gridsat_2014.06.11.06.npz,data/interim/gridsat/2014/gridsat_2014.06.11.09.npz,data/interim/gridsat/2014/gridsat_2014.06.11.12.npz,data/interim/gridsat/2014/gridsat_2014.06.11.15.npz,3DIMG_11JUN2014_0000_L1C_ASIA_MER_V01R00.h5,3DIMG_11JUN2014_0300_L1C_ASIA_MER_V01R00.h5,3DIMG_11JUN2014_0600_L1C_ASIA_MER_V01R00.h5,3DIMG_11JUN2014_0900_L1C_ASIA_MER_V01R00.h5,3DIMG_11JUN2014_1200_L1C_ASIA_MER_V01R00.h5,3DIMG_11JUN2014_1500_L1C_ASIA_MER_V01R00.h5,"[""2014-06-11T00:00:00Z"", ""2014-06-11T03:00:00Z"", ""2014-06-11T06:00:00Z"", ""2014-06-11T09:00:00Z"", ""2014-06-11T12:00:00Z"", ""2014-06-11T15:00:00Z""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,"IMG_TIR1,IMG_TIR2,IMG_WV",CALIBRATED_LUT_TEMPERATURE_KELVIN,Mercator_Remapped_0.07deg,572x929,True,17.5,66.0,45.0,988.0,CS,18.0,65.0,45.0,986.0,CS,True,18.3,63.6,45.0,988.0,CS,True,,,,,NONE,False
NIO_2014_UNNAMED_2_3_1_20140611_1800Z,NIO_2014_UNNAMED_2_3_1,TRAIN,2014-06-11T18:00:00Z,data/interim/gridsat/2014/gridsat_2014.06.11.03.npz,data/interim/gridsat/2014/gridsat_2014.06.11.06.npz,data/interim/gridsat/2014/gridsat_2014.06.11.09.npz,data/interim/gridsat/2014/gridsat_2014.06.11.12.npz,data/interim/gridsat/2014/gridsat_2014.06.11.15.npz,data/interim/gridsat/2014/gridsat_2014.06.11.18.npz,3DIMG_11JUN2014_0300_L1C_ASIA_MER_V01R00.h5,3DIMG_11JUN2014_0600_L1C_ASIA_MER_V01R00.h5,3DIMG_11JUN2014_0900_L1C_ASIA_MER_V01R00.h5,3DIMG_11JUN2014_1200_L1C_ASIA_MER_V01R00.h5,3DIMG_11JUN2014_1500_L1C_ASIA_MER_V01R00.h5,3DIMG_11JUN2014_1800_L1C_ASIA_MER_V01R00.h5,"[""2014-06-11T03:00:00Z"", ""2014-06-11T06:00:00Z"", ""2014-06-11T09:00:00Z"", ""2014-06-11T12:00:00Z"", ""2014-06-11T15:00:00Z"", ""2014-06-11T18:00:00Z""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,"IMG_TIR1,IMG_TIR2,IMG_WV",CALIBRATED_LUT_TEMPERATURE_KELVIN,Mercator_Remapped_0.07deg,572x929,True,17.5,65.8,45.0,988.0,CS,18.1,64.7,45.0,986.0,CS,True,18.3,63.4,45.0,988.0,CS,True,20.0,62.0,25.0,996.0,D,True
NIO_2014_UNNAMED_2_3_1_20140611_2100Z,NIO_2014_UNNAMED_2_3_1,TRAIN,2014-06-11T21:00:00Z,data/interim/gridsat/2014/gridsat_2014.06.11.06.npz,data/interim/gridsat/2014/gridsat_2014.06.11.09.npz,data/interim/gridsat/2014/gridsat_2014.06.11.12.npz,data/interim/gridsat/2014/gridsat_2014.06.11.15.npz,data/interim/gridsat/2014/gridsat_2014.06.11.18.npz,data/interim/gridsat/2014/gridsat_2014.06.11.21.npz,3DIMG_11JUN2014_0600_L1C_ASIA_MER_V01R00.h5,3DIMG_11JUN2014_0900_L1C_ASIA_MER_V01R00.h5,3DIMG_11JUN2014_1200_L1C_ASIA_MER_V01R00.h5,3DIMG_11JUN2014_1500_L1C_ASIA_MER_V01R00.h5,3DIMG_11JUN2014_1800_L1C_ASIA_MER_V01R00.h5,3DIMG_11JUN2014_2100_L1C_ASIA_MER_V01R00.h5,"[""2014-06-11T06:00:00Z"", ""2014-06-11T09:00:00Z"", ""2014-06-11T12:00:00Z"", ""2014-06-11T15:00:00Z"", ""2014-06-11T18:00:00Z"", ""2014-06-11T21:00:00Z""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,"IMG_TIR1,IMG_TIR2,IMG_WV",CALIBRATED_LUT_TEMPERATURE_KELVIN,Mercator_Remapped_0.07deg,572x929,True,17.5,65.7,45.0,988.0,CS,18.3,64.3,45.0,988.0,CS,True,18.4,63.3,45.0,988.0,CS,True,,,,,NONE,False
