sample_id,storm_id,split,t0,frame_t_minus_15h,frame_t_minus_12h,frame_t_minus_9h,frame_t_minus_6h,frame_t_minus_3h,frame_t0,imd_lat_t0,imd_lon_t0,imd_wind_t0,imd_pressure_t0,imd_category_t0,imd_lat_12h,imd_lon_12h,wind_12h,pressure_12h,category_12h,imd_lat_24h,imd_lon_24h,wind_24h,pressure_24h,category_24h,imd_lat_48h,imd_lon_48h,wind_48h,pressure_48h,category_48h
NIO_2022_NO_20220821_0000Z,NIO_2022_NO,TEST,2022-08-21T00:00:00+00:00,data/interim/gridsat/2022/gridsat_2022.08.20.09.npz,data/interim/gridsat/2022/gridsat_2022.08.20.12.npz,data/interim/gridsat/2022/gridsat_2022.08.20.15.npz,data/interim/gridsat/2022/gridsat_2022.08.20.18.npz,data/interim/gridsat/2022/gridsat_2022.08.20.21.npz,data/interim/gridsat/2022/gridsat_2022.08.21.00.npz,23.7,82.2,25.0,994.0,D,24.2,80.5,25.0,994.0,D,24.3,79.1,25.0,995.0,D,24.8,76.2,20.0,997.0,D
NIO_2022_SITRANG_20221022_0600Z,NIO_2022_SITRANG,TEST,2022-10-22T06:00:00+00:00,data/interim/gridsat/2022/gridsat_2022.10.21.15.npz,data/interim/gridsat/2022/gridsat_2022.10.21.18.npz,data/interim/gridsat/2022/gridsat_2022.10.21.21.npz,data/interim/gridsat/2022/gridsat_2022.10.22.00.npz,data/interim/gridsat/2022/gridsat_2022.10.22.03.npz,data/interim/gridsat/2022/gridsat_2022.10.22.06.npz,13.7,91.3,25.0,1003.0,D,14.9,89.8,25.0,1002.0,D,15.9,88.2,30.0,1000.0,DD,19.3,89.2,45.0,996.0,CS
NIO_2022_SITRANG_20221022_1200Z,NIO_2022_SITRANG,TEST,2022-10-22T12:00:00+00:00,data/interim/gridsat/2022/gridsat_2022.10.21.21.npz,data/interim/gridsat/2022/gridsat_2022.10.22.00.npz,data/interim/gridsat/2022/gridsat_2022.10.22.03.npz,data/interim/gridsat/2022/gridsat_2022.10.22.06.npz,data/interim/gridsat/2022/gridsat_2022.10.22.09.npz,data/interim/gridsat/2022/gridsat_2022.10.22.12.npz,14.2,90.5,25.0,1002.0,D,15.3,89.0,30.0,1001.0,DD,16.7,88.1,35.0,999.0,CS,20.5,89.8,45.0,996.0,CS
NIO_2022_SITRANG_20221022_1800Z,NIO_2022_SITRANG,TEST,2022-10-22T18:00:00+00:00,data/interim/gridsat/2022/gridsat_2022.10.22.03.npz,data/interim/gridsat/2022/gridsat_2022.10.22.06.npz,data/interim/gridsat/2022/gridsat_2022.10.22.09.npz,data/interim/gridsat/2022/gridsat_2022.10.22.12.npz,data/interim/gridsat/2022/gridsat_2022.10.22.15.npz,data/interim/gridsat/2022/gridsat_2022.10.22.18.npz,14.9,89.8,25.0,1002.0,D,15.9,88.2,30.0,1000.0,DD,17.3,88.3,35.0,998.0,CS,23.5,90.8,40.0,996.0,CS
NIO_2022_SITRANG_20221023_0000Z,NIO_2022_SITRANG,TEST,2022-10-23T00:00:00+00:00,data/interim/gridsat/2022/gridsat_2022.10.22.09.npz,data/interim/gridsat/2022/gridsat_2022.10.22.12.npz,data/interim/gridsat/2022/gridsat_2022.10.22.15.npz,data/interim/gridsat/2022/gridsat_2022.10.22.18.npz,data/interim/gridsat/2022/gridsat_2022.10.22.21.npz,data/interim/gridsat/2022/gridsat_2022.10.23.00.npz,15.3,89.0,30.0,1001.0,DD,16.7,88.1,35.0,999.0,CS,18.0,88.6,40.0,996.0,CS,24.5,91.1,25.0,1000.0,D
NIO_2022_UNNAMED_01_20220320_0600Z,NIO_2022_UNNAMED_01,TEST,2022-03-20T06:00:00+00:00,data/interim/gridsat/2022/gridsat_2022.03.19.15.npz,data/interim/gridsat/2022/gridsat_2022.03.19.18.npz,data/interim/gridsat/2022/gridsat_2022.03.19.21.npz,data/interim/gridsat/2022/gridsat_2022.03.20.00.npz,data/interim/gridsat/2022/gridsat_2022.03.20.03.npz,data/interim/gridsat/2022/gridsat_2022.03.20.06.npz,10.4,92.9,25.0,1002.0,D,11.3,93.4,25.0,1001.0,D,12.6,93.9,30.0,1000.0,DD,15.8,94.2,30.0,1000.0,DD
NIO_2022_UNNAMED_01_20220320_1200Z,NIO_2022_UNNAMED_01,TEST,2022-03-20T12:00:00+00:00,data/interim/gridsat/2022/gridsat_2022.03.19.21.npz,data/interim/gridsat/2022/gridsat_2022.03.20.00.npz,data/interim/gridsat/2022/gridsat_2022.03.20.03.npz,data/interim/gridsat/2022/gridsat_2022.03.20.06.npz,data/interim/gridsat/2022/gridsat_2022.03.20.09.npz,data/interim/gridsat/2022/gridsat_2022.03.20.12.npz,10.9,93.2,25.0,1002.0,D,11.9,93.7,30.0,1000.0,DD,13.3,94.0,30.0,1000.0,DD,16.6,94.4,25.0,1001.0,D
NIO_2022_UNNAMED_01_20220320_1800Z,NIO_2022_UNNAMED_01,TEST,2022-03-20T18:00:00+00:00,data/interim/gridsat/2022/gridsat_2022.03.20.03.npz,data/interim/gridsat/2022/gridsat_2022.03.20.06.npz,data/interim/gridsat/2022/gridsat_2022.03.20.09.npz,data/interim/gridsat/2022/gridsat_2022.03.20.12.npz,data/interim/gridsat/2022/gridsat_2022.03.20.15.npz,data/interim/gridsat/2022/gridsat_2022.03.20.18.npz,11.3,93.4,25.0,1001.0,D,12.6,93.9,30.0,1000.0,DD,14.0,94.0,30.0,1000.0,DD,17.6,94.5,25.0,1002.0,D
NIO_2022_UNNAMED_2_13_1_20221120_0000Z,NIO_2022_UNNAMED_2_13_1,TEST,2022-11-20T00:00:00+00:00,data/interim/gridsat/2022/gridsat_2022.11.19.09.npz,data/interim/gridsat/2022/gridsat_2022.11.19.12.npz,data/interim/gridsat/2022/gridsat_2022.11.19.15.npz,data/interim/gridsat/2022/gridsat_2022.11.19.18.npz,data/interim/gridsat/2022/gridsat_2022.11.19.21.npz,data/interim/gridsat/2022/gridsat_2022.11.20.00.npz,10.0,85.5,25.0,1005.0,D,10.9,85.0,25.0,1003.0,D,11.9,84.2,25.0,1003.0,D,13.1,81.4,25.0,1004.0,D
NIO_2022_UNNAMED_2_15_1_20221214_1200Z,NIO_2022_UNNAMED_2_15_1,TEST,2022-12-14T12:00:00+00:00,data/interim/gridsat/2022/gridsat_2022.12.13.21.npz,data/interim/gridsat/2022/gridsat_2022.12.14.00.npz,data/interim/gridsat/2022/gridsat_2022.12.14.03.npz,data/interim/gridsat/2022/gridsat_2022.12.14.06.npz,data/interim/gridsat/2022/gridsat_2022.12.14.09.npz,data/interim/gridsat/2022/gridsat_2022.12.14.12.npz,13.7,69.2,25.0,1002.0,D,13.9,68.2,30.0,1001.0,DD,14.1,66.8,30.0,1000.0,DD,14.0,63.8,25.0,1002.0,D
NIO_2022_UNNAMED_2_15_1_20221214_1800Z,NIO_2022_UNNAMED_2_15_1,TEST,2022-12-14T18:00:00+00:00,data/interim/gridsat/2022/gridsat_2022.12.14.03.npz,data/interim/gridsat/2022/gridsat_2022.12.14.06.npz,data/interim/gridsat/2022/gridsat_2022.12.14.09.npz,data/interim/gridsat/2022/gridsat_2022.12.14.12.npz,data/interim/gridsat/2022/gridsat_2022.12.14.15.npz,data/interim/gridsat/2022/gridsat_2022.12.14.18.npz,13.8,68.7,25.0,1002.0,D,13.9,67.5,30.0,1000.0,DD,14.1,65.8,30.0,1000.0,DD,14.1,63.0,25.0,1002.0,D
NIO_2022_UNNAMED_2_15_1_20221215_0000Z,NIO_2022_UNNAMED_2_15_1,TEST,2022-12-15T00:00:00+00:00,data/interim/gridsat/2022/gridsat_2022.12.14.09.npz,data/interim/gridsat/2022/gridsat_2022.12.14.12.npz,data/interim/gridsat/2022/gridsat_2022.12.14.15.npz,data/interim/gridsat/2022/gridsat_2022.12.14.18.npz,data/interim/gridsat/2022/gridsat_2022.12.14.21.npz,data/interim/gridsat/2022/gridsat_2022.12.15.00.npz,13.9,68.2,30.0,1001.0,DD,14.1,66.8,30.0,1000.0,DD,14.0,65.2,30.0,1000.0,DD,14.1,62.2,25.0,1002.0,D
NIO_2022_UNNAMED_2_15_1_20221215_0600Z,NIO_2022_UNNAMED_2_15_1,TEST,2022-12-15T06:00:00+00:00,data/interim/gridsat/2022/gridsat_2022.12.14.15.npz,data/interim/gridsat/2022/gridsat_2022.12.14.18.npz,data/interim/gridsat/2022/gridsat_2022.12.14.21.npz,data/interim/gridsat/2022/gridsat_2022.12.15.00.npz,data/interim/gridsat/2022/gridsat_2022.12.15.03.npz,data/interim/gridsat/2022/gridsat_2022.12.15.06.npz,13.9,67.5,30.0,1000.0,DD,14.1,65.8,30.0,1000.0,DD,13.8,64.4,30.0,1001.0,DD,13.9,61.4,25.0,1002.0,D
NIO_2022_UNNAMED_2_16_1_20221222_0600Z,NIO_2022_UNNAMED_2_16_1,TEST,2022-12-22T06:00:00+00:00,data/interim/gridsat/2022/gridsat_2022.12.21.15.npz,data/interim/gridsat/2022/gridsat_2022.12.21.18.npz,data/interim/gridsat/2022/gridsat_2022.12.21.21.npz,data/interim/gridsat/2022/gridsat_2022.12.22.00.npz,data/interim/gridsat/2022/gridsat_2022.12.22.03.npz,data/interim/gridsat/2022/gridsat_2022.12.22.06.npz,9.5,84.8,25.0,1004.0,D,10.1,84.2,25.0,1004.0,D,10.4,84.8,25.0,1004.0,D,10.4,83.7,25.0,1004.0,D
NIO_2022_UNNAMED_2_16_1_20221222_1200Z,NIO_2022_UNNAMED_2_16_1,TEST,2022-12-22T12:00:00+00:00,data/interim/gridsat/2022/gridsat_2022.12.21.21.npz,data/interim/gridsat/2022/gridsat_2022.12.22.00.npz,data/interim/gridsat/2022/gridsat_2022.12.22.03.npz,data/interim/gridsat/2022/gridsat_2022.12.22.06.npz,data/interim/gridsat/2022/gridsat_2022.12.22.09.npz,data/interim/gridsat/2022/gridsat_2022.12.22.12.npz,9.8,84.5,25.0,1004.0,D,10.1,84.2,25.0,1004.0,D,10.6,85.4,25.0,1004.0,D,9.7,83.0,25.0,1004.0,D
NIO_2022_UNNAMED_2_16_1_20221222_1800Z,NIO_2022_UNNAMED_2_16_1,TEST,2022-12-22T18:00:00+00:00,data/interim/gridsat/2022/gridsat_2022.12.22.03.npz,data/interim/gridsat/2022/gridsat_2022.12.22.06.npz,data/interim/gridsat/2022/gridsat_2022.12.22.09.npz,data/interim/gridsat/2022/gridsat_2022.12.22.12.npz,data/interim/gridsat/2022/gridsat_2022.12.22.15.npz,data/interim/gridsat/2022/gridsat_2022.12.22.18.npz,10.1,84.2,25.0,1004.0,D,10.4,84.8,25.0,1004.0,D,10.4,85.3,25.0,1004.0,D,9.3,82.5,25.0,1004.0,D
NIO_2022_UNNAMED_2_16_1_20221223_0000Z,NIO_2022_UNNAMED_2_16_1,TEST,2022-12-23T00:00:00+00:00,data/interim/gridsat/2022/gridsat_2022.12.22.09.npz,data/interim/gridsat/2022/gridsat_2022.12.22.12.npz,data/interim/gridsat/2022/gridsat_2022.12.22.15.npz,data/interim/gridsat/2022/gridsat_2022.12.22.18.npz,data/interim/gridsat/2022/gridsat_2022.12.22.21.npz,data/interim/gridsat/2022/gridsat_2022.12.23.00.npz,10.1,84.2,25.0,1004.0,D,10.6,85.4,25.0,1004.0,D,10.8,84.5,25.0,1004.0,D,9.0,82.2,25.0,1004.0,D
NIO_2022_UNNAMED_2_16_1_20221223_0600Z,NIO_2022_UNNAMED_2_16_1,TEST,2022-12-23T06:00:00+00:00,data/interim/gridsat/2022/gridsat_2022.12.22.15.npz,data/interim/gridsat/2022/gridsat_2022.12.22.18.npz,data/interim/gridsat/2022/gridsat_2022.12.22.21.npz,data/interim/gridsat/2022/gridsat_2022.12.23.00.npz,data/interim/gridsat/2022/gridsat_2022.12.23.03.npz,data/interim/gridsat/2022/gridsat_2022.12.23.06.npz,10.4,84.8,25.0,1004.0,D,10.4,85.3,25.0,1004.0,D,10.4,83.7,25.0,1004.0,D,8.5,81.6,25.0,1004.0,D
NIO_2022_UNNAMED_2_2_1_20220303_0000Z,NIO_2022_UNNAMED_2_2_1,TEST,2022-03-03T00:00:00+00:00,data/interim/gridsat/2022/gridsat_2022.03.02.09.npz,data/interim/gridsat/2022/gridsat_2022.03.02.12.npz,data/interim/gridsat/2022/gridsat_2022.03.02.15.npz,data/interim/gridsat/2022/gridsat_2022.03.02.18.npz,data/interim/gridsat/2022/gridsat_2022.03.02.21.npz,data/interim/gridsat/2022/gridsat_2022.03.03.00.npz,5.3,84.0,25.0,1004.0,D,7.1,83.3,25.0,1004.0,D,8.5,83.0,25.0,1004.0,D,11.0,82.6,30.0,1002.0,DD
NIO_2022_UNNAMED_2_2_1_20220303_0600Z,NIO_2022_UNNAMED_2_2_1,TEST,2022-03-03T06:00:00+00:00,data/interim/gridsat/2022/gridsat_2022.03.02.15.npz,data/interim/gridsat/2022/gridsat_2022.03.02.18.npz,data/interim/gridsat/2022/gridsat_2022.03.02.21.npz,data/interim/gridsat/2022/gridsat_2022.03.03.00.npz,data/interim/gridsat/2022/gridsat_2022.03.03.03.npz,data/interim/gridsat/2022/gridsat_2022.03.03.06.npz,6.1,83.4,25.0,1004.0,D,7.8,83.1,25.0,1004.0,D,9.2,82.8,25.0,1003.0,D,11.6,82.6,30.0,1002.0,DD
NIO_2022_UNNAMED_2_2_1_20220303_1200Z,NIO_2022_UNNAMED_2_2_1,TEST,2022-03-03T12:00:00+00:00,data/interim/gridsat/2022/gridsat_2022.03.02.21.npz,data/interim/gridsat/2022/gridsat_2022.03.03.00.npz,data/interim/gridsat/2022/gridsat_2022.03.03.03.npz,data/interim/gridsat/2022/gridsat_2022.03.03.06.npz,data/interim/gridsat/2022/gridsat_2022.03.03.09.npz,data/interim/gridsat/2022/gridsat_2022.03.03.12.npz,7.1,83.3,25.0,1004.0,D,8.5,83.0,25.0,1004.0,D,10.0,82.7,30.0,1002.0,DD,11.7,82.5,30.0,1002.0,DD
NIO_2022_UNNAMED_2_2_1_20220303_1800Z,NIO_2022_UNNAMED_2_2_1,TEST,2022-03-03T18:00:00+00:00,data/interim/gridsat/2022/gridsat_2022.03.03.03.npz,data/interim/gridsat/2022/gridsat_2022.03.03.06.npz,data/interim/gridsat/2022/gridsat_2022.03.03.09.npz,data/interim/gridsat/2022/gridsat_2022.03.03.12.npz,data/interim/gridsat/2022/gridsat_2022.03.03.15.npz,data/interim/gridsat/2022/gridsat_2022.03.03.18.npz,7.8,83.1,25.0,1004.0,D,9.2,82.8,25.0,1003.0,D,10.3,82.6,30.0,1002.0,DD,11.5,82.4,25.0,1003.0,D
NIO_2022_UNNAMED_2_2_1_20220304_0000Z,NIO_2022_UNNAMED_2_2_1,TEST,2022-03-04T00:00:00+00:00,data/interim/gridsat/2022/gridsat_2022.03.03.09.npz,data/interim/gridsat/2022/gridsat_2022.03.03.12.npz,data/interim/gridsat/2022/gridsat_2022.03.03.15.npz,data/interim/gridsat/2022/gridsat_2022.03.03.18.npz,data/interim/gridsat/2022/gridsat_2022.03.03.21.npz,data/interim/gridsat/2022/gridsat_2022.03.04.00.npz,8.5,83.0,25.0,1004.0,D,10.0,82.7,30.0,1002.0,DD,11.0,82.6,30.0,1002.0,DD,11.2,82.2,25.0,1004.0,D
NIO_2022_UNNAMED_2_9_1_20220814_0600Z,NIO_2022_UNNAMED_2_9_1,TEST,2022-08-14T06:00:00+00:00,data/interim/gridsat/2022/gridsat_2022.08.13.15.npz,data/interim/gridsat/2022/gridsat_2022.08.13.18.npz,data/interim/gridsat/2022/gridsat_2022.08.13.21.npz,data/interim/gridsat/2022/gridsat_2022.08.14.00.npz,data/interim/gridsat/2022/gridsat_2022.08.14.03.npz,data/interim/gridsat/2022/gridsat_2022.08.14.06.npz,21.8,87.5,25.0,994.0,D,22.2,84.0,25.0,994.0,D,22.8,81.1,25.0,994.0,D,24.9,76.1,20.0,995.0,D
NIO_2023_BIPARJOY_20230606_0000Z,NIO_2023_BIPARJOY,TEST,2023-06-06T00:00:00+00:00,data/interim/gridsat/2023/gridsat_2023.06.05.09.npz,data/interim/gridsat/2023/gridsat_2023.06.05.12.npz,data/interim/gridsat/2023/gridsat_2023.06.05.15.npz,data/interim/gridsat/2023/gridsat_2023.06.05.18.npz,data/interim/gridsat/2023/gridsat_2023.06.05.21.npz,data/interim/gridsat/2023/gridsat_2023.06.06.00.npz,11.3,66.0,25.0,1000.0,D,12.1,66.0,35.0,998.0,CS,12.6,66.1,55.0,990.0,SCS,13.9,66.0,75.0,978.0,VSCS
NIO_2023_BIPARJOY_20230606_0300Z,NIO_2023_BIPARJOY,TEST,2023-06-06T03:00:00+00:00,data/interim/gridsat/2023/gridsat_2023.06.05.12.npz,data/interim/gridsat/2023/gridsat_2023.06.05.15.npz,data/interim/gridsat/2023/gridsat_2023.06.05.18.npz,data/interim/gridsat/2023/gridsat_2023.06.05.21.npz,data/interim/gridsat/2023/gridsat_2023.06.06.00.npz,data/interim/gridsat/2023/gridsat_2023.06.06.03.npz,11.5,66.0,25.0,1000.0,D,12.3,66.0,35.0,998.0,CS,12.7,66.2,60.0,988.0,SCS,14.0,66.0,75.0,978.0,VSCS
NIO_2023_BIPARJOY_20230606_0600Z,NIO_2023_BIPARJOY,TEST,2023-06-06T06:00:00+00:00,data/interim/gridsat/2023/gridsat_2023.06.05.15.npz,data/interim/gridsat/2023/gridsat_2023.06.05.18.npz,data/interim/gridsat/2023/gridsat_2023.06.05.21.npz,data/interim/gridsat/2023/gridsat_2023.06.06.00.npz,data/interim/gridsat/2023/gridsat_2023.06.06.03.npz,data/interim/gridsat/2023/gridsat_2023.06.06.06.npz,11.9,66.0,30.0,999.0,DD,12.5,66.0,40.0,996.0,CS,12.8,66.3,65.0,983.0,VSCS,14.1,66.0,75.0,978.0,VSCS
NIO_2023_BIPARJOY_20230606_1200Z,NIO_2023_BIPARJOY,TEST,2023-06-06T12:00:00+00:00,data/interim/gridsat/2023/gridsat_2023.06.05.21.npz,data/interim/gridsat/2023/gridsat_2023.06.06.00.npz,data/interim/gridsat/2023/gridsat_2023.06.06.03.npz,data/interim/gridsat/2023/gridsat_2023.06.06.06.npz,data/interim/gridsat/2023/gridsat_2023.06.06.09.npz,data/interim/gridsat/2023/gridsat_2023.06.06.12.npz,12.1,66.0,35.0,998.0,CS,12.6,66.1,55.0,990.0,SCS,13.3,66.2,65.0,983.0,VSCS,14.4,66.0,75.0,978.0,VSCS
NIO_2023_BIPARJOY_20230606_1500Z,NIO_2023_BIPARJOY,TEST,2023-06-06T15:00:00+00:00,data/interim/gridsat/2023/gridsat_2023.06.06.00.npz,data/interim/gridsat/2023/gridsat_2023.06.06.03.npz,data/interim/gridsat/2023/gridsat_2023.06.06.06.npz,data/interim/gridsat/2023/gridsat_2023.06.06.09.npz,data/interim/gridsat/2023/gridsat_2023.06.06.12.npz,data/interim/gridsat/2023/gridsat_2023.06.06.15.npz,12.3,66.0,35.0,998.0,CS,12.7,66.2,60.0,988.0,SCS,13.4,66.2,65.0,983.0,VSCS,14.5,66.0,75.0,978.0,VSCS
NIO_2023_BIPARJOY_20230606_1800Z,NIO_2023_BIPARJOY,TEST,2023-06-06T18:00:00+00:00,data/interim/gridsat/2023/gridsat_2023.06.06.03.npz,data/interim/gridsat/2023/gridsat_2023.06.06.06.npz,data/interim/gridsat/2023/gridsat_2023.06.06.09.npz,data/interim/gridsat/2023/gridsat_2023.06.06.12.npz,data/interim/gridsat/2023/gridsat_2023.06.06.15.npz,data/interim/gridsat/2023/gridsat_2023.06.06.18.npz,12.5,66.0,40.0,996.0,CS,12.8,66.3,65.0,983.0,VSCS,13.6,66.0,70.0,980.0,VSCS,14.6,66.0,75.0,978.0,VSCS
NIO_2023_BIPARJOY_20230606_2100Z,NIO_2023_BIPARJOY,TEST,2023-06-06T21:00:00+00:00,data/interim/gridsat/2023/gridsat_2023.06.06.06.npz,data/interim/gridsat/2023/gridsat_2023.06.06.09.npz,data/interim/gridsat/2023/gridsat_2023.06.06.12.npz,data/interim/gridsat/2023/gridsat_2023.06.06.15.npz,data/interim/gridsat/2023/gridsat_2023.06.06.18.npz,data/interim/gridsat/2023/gridsat_2023.06.06.21.npz,12.5,66.0,45.0,996.0,CS,13.1,66.3,65.0,983.0,VSCS,13.7,66.0,70.0,980.0,VSCS,14.6,66.0,75.0,978.0,VSCS
NIO_2023_BIPARJOY_20230607_0000Z,NIO_2023_BIPARJOY,TEST,2023-06-07T00:00:00+00:00,data/interim/gridsat/2023/gridsat_2023.06.06.09.npz,data/interim/gridsat/2023/gridsat_2023.06.06.12.npz,data/interim/gridsat/2023/gridsat_2023.06.06.15.npz,data/interim/gridsat/2023/gridsat_2023.06.06.18.npz,data/interim/gridsat/2023/gridsat_2023.06.06.21.npz,data/interim/gridsat/2023/gridsat_2023.06.07.00.npz,12.6,66.1,55.0,990.0,SCS,13.3,66.2,65.0,983.0,VSCS,13.9,66.0,75.0,978.0,VSCS,14.7,66.2,75.0,978.0,VSCS
NIO_2023_BIPARJOY_20230607_0300Z,NIO_2023_BIPARJOY,TEST,2023-06-07T03:00:00+00:00,data/interim/gridsat/2023/gridsat_2023.06.06.12.npz,data/interim/gridsat/2023/gridsat_2023.06.06.15.npz,data/interim/gridsat/2023/gridsat_2023.06.06.18.npz,data/interim/gridsat/2023/gridsat_2023.06.06.21.npz,data/interim/gridsat/2023/gridsat_2023.06.07.00.npz,data/interim/gridsat/2023/gridsat_2023.06.07.03.npz,12.7,66.2,60.0,988.0,SCS,13.4,66.2,65.0,983.0,VSCS,14.0,66.0,75.0,978.0,VSCS,14.8,66.4,70.0,980.0,VSCS
NIO_2023_BIPARJOY_20230607_0600Z,NIO_2023_BIPARJOY,TEST,2023-06-07T06:00:00+00:00,data/interim/gridsat/2023/gridsat_2023.06.06.15.npz,data/interim/gridsat/2023/gridsat_2023.06.06.18.npz,data/interim/gridsat/2023/gridsat_2023.06.06.21.npz,data/interim/gridsat/2023/gridsat_2023.06.07.00.npz,data/interim/gridsat/2023/gridsat_2023.06.07.03.npz,data/interim/gridsat/2023/gridsat_2023.06.07.06.npz,12.8,66.3,65.0,983.0,VSCS,13.6,66.0,70.0,980.0,VSCS,14.1,66.0,75.0,978.0,VSCS,15.0,66.6,70.0,980.0,VSCS
NIO_2023_BIPARJOY_20230607_0900Z,NIO_2023_BIPARJOY,TEST,2023-06-07T09:00:00+00:00,data/interim/gridsat/2023/gridsat_2023.06.06.18.npz,data/interim/gridsat/2023/gridsat_2023.06.06.21.npz,data/interim/gridsat/2023/gridsat_2023.06.07.00.npz,data/interim/gridsat/2023/gridsat_2023.06.07.03.npz,data/interim/gridsat/2023/gridsat_2023.06.07.06.npz,data/interim/gridsat/2023/gridsat_2023.06.07.09.npz,13.1,66.3,65.0,983.0,VSCS,13.7,66.0,70.0,980.0,VSCS,14.3,66.0,75.0,978.0,VSCS,15.3,66.9,70.0,980.0,VSCS
NIO_2023_BIPARJOY_20230607_1200Z,NIO_2023_BIPARJOY,TEST,2023-06-07T12:00:00+00:00,data/interim/gridsat/2023/gridsat_2023.06.06.21.npz,data/interim/gridsat/2023/gridsat_2023.06.07.00.npz,data/interim/gridsat/2023/gridsat_2023.06.07.03.npz,data/interim/gridsat/2023/gridsat_2023.06.07.06.npz,data/interim/gridsat/2023/gridsat_2023.06.07.09.npz,data/interim/gridsat/2023/gridsat_2023.06.07.12.npz,13.3,66.2,65.0,983.0,VSCS,13.9,66.0,75.0,978.0,VSCS,14.4,66.0,75.0,978.0,VSCS,15.5,67.1,65.0,982.0,VSCS
NIO_2023_BIPARJOY_20230607_1500Z,NIO_2023_BIPARJOY,TEST,2023-06-07T15:00:00+00:00,data/interim/gridsat/2023/gridsat_2023.06.07.00.npz,data/interim/gridsat/2023/gridsat_2023.06.07.03.npz,data/interim/gridsat/2023/gridsat_2023.06.07.06.npz,data/interim/gridsat/2023/gridsat_2023.06.07.09.npz,data/interim/gridsat/2023/gridsat_2023.06.07.12.npz,data/interim/gridsat/2023/gridsat_2023.06.07.15.npz,13.4,66.2,65.0,983.0,VSCS,14.0,66.0,75.0,978.0,VSCS,14.5,66.0,75.0,978.0,VSCS,15.7,67.3,65.0,982.0,VSCS
NIO_2023_BIPARJOY_20230607_1800Z,NIO_2023_BIPARJOY,TEST,2023-06-07T18:00:00+00:00,data/interim/gridsat/2023/gridsat_2023.06.07.03.npz,data/interim/gridsat/2023/gridsat_2023.06.07.06.npz,data/interim/gridsat/2023/gridsat_2023.06.07.09.npz,data/interim/gridsat/2023/gridsat_2023.06.07.12.npz,data/interim/gridsat/2023/gridsat_2023.06.07.15.npz,data/interim/gridsat/2023/gridsat_2023.06.07.18.npz,13.6,66.0,70.0,980.0,VSCS,14.1,66.0,75.0,978.0,VSCS,14.6,66.0,75.0,978.0,VSCS,16.0,67.4,70.0,978.0,VSCS
NIO_2023_BIPARJOY_20230607_2100Z,NIO_2023_BIPARJOY,TEST,2023-06-07T21:00:00+00:00,data/interim/gridsat/2023/gridsat_2023.06.07.06.npz,data/interim/gridsat/2023/gridsat_2023.06.07.09.npz,data/interim/gridsat/2023/gridsat_2023.06.07.12.npz,data/interim/gridsat/2023/gridsat_2023.06.07.15.npz,data/interim/gridsat/2023/gridsat_2023.06.07.18.npz,data/interim/gridsat/2023/gridsat_2023.06.07.21.npz,13.7,66.0,70.0,980.0,VSCS,14.3,66.0,75.0,978.0,VSCS,14.6,66.0,75.0,978.0,VSCS,16.3,67.4,70.0,976.0,VSCS
NIO_2023_BIPARJOY_20230608_0000Z,NIO_2023_BIPARJOY,TEST,2023-06-08T00:00:00+00:00,data/interim/gridsat/2023/gridsat_2023.06.07.09.npz,data/interim/gridsat/2023/gridsat_2023.06.07.12.npz,data/interim/gridsat/2023/gridsat_2023.06.07.15.npz,data/interim/gridsat/2023/gridsat_2023.06.07.18.npz,data/interim/gridsat/2023/gridsat_2023.06.07.21.npz,data/interim/gridsat/2023/gridsat_2023.06.08.00.npz,13.9,66.0,75.0,978.0,VSCS,14.4,66.0,75.0,978.0,VSCS,14.7,66.2,75.0,978.0,VSCS,16.5,67.4,75.0,974.0,VSCS
NIO_2023_BIPARJOY_20230608_0300Z,NIO_2023_BIPARJOY,TEST,2023-06-08T03:00:00+00:00,data/interim/gridsat/2023/gridsat_2023.06.07.12.npz,data/interim/gridsat/2023/gridsat_2023.06.07.15.npz,data/interim/gridsat/2023/gridsat_2023.06.07.18.npz,data/interim/gridsat/2023/gridsat_2023.06.07.21.npz,data/interim/gridsat/2023/gridsat_2023.06.08.00.npz,data/interim/gridsat/2023/gridsat_2023.06.08.03.npz,14.0,66.0,75.0,978.0,VSCS,14.5,66.0,75.0,978.0,VSCS,14.8,66.4,70.0,980.0,VSCS,16.7,67.4,75.0,972.0,VSCS
NIO_2023_BIPARJOY_20230608_0600Z,NIO_2023_BIPARJOY,TEST,2023-06-08T06:00:00+00:00,data/interim/gridsat/2023/gridsat_2023.06.07.15.npz,data/interim/gridsat/2023/gridsat_2023.06.07.18.npz,data/interim/gridsat/2023/gridsat_2023.06.07.21.npz,data/interim/gridsat/2023/gridsat_2023.06.08.00.npz,data/interim/gridsat/2023/gridsat_2023.06.08.03.npz,data/interim/gridsat/2023/gridsat_2023.06.08.06.npz,14.1,66.0,75.0,978.0,VSCS,14.6,66.0,75.0,978.0,VSCS,15.0,66.6,70.0,980.0,VSCS,16.8,67.4,75.0,970.0,VSCS
